snapshot_date,material_number,region,past_due_amt,past_due_qty
2023-03-27,776494-1,EMEA,19.29,16
2023-03-27,776494-1,APAC,784.64,684
2023-03-27,776494-1,AMER,16875.82,15770
2023-03-27,776494-2,AMER,240.9,110
2023-03-27,776495-2,AMER,400.48,250
2023-03-27,776495-4,AMER,459.09,250
2023-03-27,776522-1,APAC,6881.23,8424
2023-03-27,776522-1,APAC,3605.38,7776
2023-03-27,776522-1,APAC,11023.36,29808
2023-03-27,776522-1,EMEA,2379.97,5832
2023-03-27,776522-1,AMER,8578.94,26568
2023-03-27,776522-2,APAC,1411.26,3240
2023-03-27,776522-2,APAC,4655.57,11016
2023-03-27,776522-2,EMEA,2166.35,5184
2023-03-27,776522-2,AMER,12921.27,36288
2023-03-27,776522-3,EMEA,530.55,848
2023-03-27,776522-3,EMEA,270.35,672
2023-03-27,776522-3,AMER,2555.98,7836
2023-03-27,776522-3,AMER,490.49,648
2023-03-27,776522-4,EMEA,1621.83,3888
2023-03-27,776522-4,AMER,3332.23,9072
2023-03-27,776523-1,APAC,5041.13,5280
2023-03-27,776523-1,EMEA,6400.84,12772
2023-03-27,776523-1,AMER,9437.81,19536
2023-03-27,776523-2,EMEA,3196.78,6336
2023-03-27,776523-2,EMEA,1762.27,3696
2023-03-27,776523-3,EMEA,318.35,676
2023-03-27,776523-3,EMEA,1331.98,2640
2023-03-27,776523-3,EMEA,254.89,528
2023-03-27,776523-3,AMER,6677.81,5232
2023-03-27,776523-4,EMEA,498.8,1056
2023-03-27,776524-1,EMEA,2991.78,4356
2023-03-27,776524-1,APAC,1367.06,1980
2023-03-27,776524-1,EMEA,4561.1,7704
2023-03-27,776524-1,AMER,6723.99,6732
2023-03-27,776524-2,AMER,2958.74,3588
2023-03-27,776524-3,EMEA,75.3,124
2023-03-27,776524-3,AMER,3022.66,5544
2023-03-27,776524-4,EMEA,59.53,25
2023-03-27,776524-4,AMER,557.5,792
2023-03-27,776531-1,APAC,310.2,396
2023-03-27,776531-1,EMEA,11.58,4
2023-03-27,776531-1,APAC,5176.66,6200
2023-03-27,776531-1,AMER,13523.88,11723
2023-03-27,776531-2,AMER,4951.06,6732
2023-03-27,776531-3,EMEA,14.34,22
2023-03-27,776532-1,APAC,65851.1,40014
2023-03-27,776532-1,EMEA,1206.24,1026
2023-03-27,776532-1,AMER,3554.46,3420
2023-03-27,776532-2,AMER,2204.38,1710
2023-03-27,776533-1,APAC,8857.13,4788
2023-03-27,776533-1,APAC,495.74,252
2023-03-27,776533-1,EMEA,10253.86,6048
2023-03-27,776533-1,AMER,12369.43,8208
2023-03-27,776533-2,APAC,3362.01,1764
2023-03-27,776533-2,APAC,1963.02,1260
2023-03-27,776533-2,EMEA,1300.41,756
2023-03-27,776533-2,AMER,17018.88,11088
2023-03-27,776533-3,APAC,418.94,252
2023-03-27,776533-3,EMEA,433.47,252
2023-03-27,776533-3,AMER,5523.57,3528
2023-03-27,776533-4,AMER,1569.38,1060
2023-03-27,776534-1,APAC,3284.16,4400
2023-03-27,776534-1,EMEA,30739.78,55000
2023-03-27,776534-1,EMEA,3517.24,8800
2023-03-27,776534-1,AMER,106035.16,149200
2023-03-27,776534-2,APAC,173.76,400
2023-03-27,776534-2,EMEA,9533.82,22057
2023-03-27,776534-2,AMER,8280.95,16800
2023-03-27,776534-3,AMER,2542.88,2800
2023-03-27,776535-2,AMER,184.39,206
2023-03-27,776535-3,AMER,367.72,350
2023-03-27,776536-1,EMEA,3244.25,5600
2023-03-27,776536-1,AMER,1073.75,2100
2023-03-27,776536-2,AMER,363.03,700
2023-03-27,776536-3,AMER,2471.06,3150
2023-03-27,776536-4,EMEA,28.68,10
2023-03-27,776537-1,EMEA,238.17,300
2023-03-27,776537-2,EMEA,529.64,600
2023-03-27,776537-2,EMEA,123.85,156
2023-03-27,776537-3,AMER,417.77,600
2023-03-27,776538-1,EMEA,800.61,750
2023-03-27,776538-2,EMEA,3451.7,2500
2023-03-27,776538-3,EMEA,3456.5,2750
2023-03-27,776538-3,AMER,345.87,250
2023-03-27,776539-1,APAC,5242.68,3375
2023-03-27,776539-1,EMEA,620.34,375
2023-03-27,776539-1,AMER,4585.02,3250
2023-03-27,776539-2,EMEA,393.34,250
2023-03-27,776539-2,AMER,180.46,125
2023-03-27,776539-3,EMEA,1173.17,750
2023-03-27,776603-1,APAC,14369.33,1932
2023-03-27,776665-1,AMER,183.21,450
2023-03-27,788188-1,AMER,1438.64,144
2023-03-27,790319-3,AMER,121.24,1250
2023-03-27,790319-3,AMER,134.89,2500
2023-03-27,794192-1,EMEA,1995.08,3200
2023-03-27,794412-1,AMER,396.31,650
2023-03-27,794954-4,AMER,1010.75,10000
2023-03-27,794955-1,EMEA,370.77,31500
2023-03-27,796207-1,AMER,2548.03,360
2023-03-27,796287-1,AMER,2425.45,200
2023-03-27,796466-1,EMEA,1276.12,120
2023-03-27,796634-3,APAC,3116.96,4800
2023-03-27,796634-4,APAC,1504.74,1800
2023-03-27,796634-7,APAC,4364.96,3200
2023-03-27,7-968970-1,APAC,3640.05,19200
2023-03-27,7-968971-1,EMEA,685.74,1800
2023-03-27,7-968972-1,EMEA,20.54,20
2023-03-27,7-968973-1,EMEA,2206.16,9600
2023-03-27,7-968975-1,APAC,9387.08,25200
2023-03-27,7-968975-1,EMEA,2607,8100
2023-03-27,7G7917-16,AMER,2.56,40
2023-03-27,8134334001,APAC,539.01,180
2023-03-27,8-161281-0,EMEA,1799.35,210
2023-03-27,8-1625999-5,EMEA,182.62,30
2023-03-27,8-2394060-1,AMER,1255.93,48
2023-03-27,8-2394060-2,AMER,1255.93,48
2023-03-27,8-2394060-3,AMER,1255.93,48
2023-03-27,8-2394070-1,AMER,932.15,30
2023-03-27,8-2399609-1,EMEA,1239,26
2023-03-27,8-2399609-2,EMEA,8101.16,170
2023-03-27,828748-3,AMER,2202.8,2000
2023-03-27,828801-5,EMEA,736.4,294
2023-03-27,828859-1,AMER,1292.25,250
2023-03-27,828904-1,APAC,1701.28,143000
2023-03-27,828904-1,EMEA,63.08,2992
2023-03-27,828904-1,EMEA,3129.54,313500
2023-03-27,828904-1,EMEA,132.38,8000
2023-03-27,828904-2,AMER,1015.14,43840
2023-03-27,828905-1,APAC,628.93,60000
2023-03-27,828905-1,EMEA,2406.58,300000
2023-03-27,828920-1,AMER,201,15000
2023-03-27,828921-1,EMEA,84.58,5800
2023-03-27,828922-1,APAC,4516.78,410000
2023-03-27,828922-1,EMEA,154.94,7770
2023-03-27,828922-1,EMEA,368.02,40000
2023-03-27,828922-1,AMER,78.9,10000
2023-03-27,828922-2,EMEA,479.8,40000
2023-03-27,828986-1,AMER,5631.04,35194
2023-03-27,8-32151-1,AMER,7328.7,30600
2023-03-27,8-34151-1,EMEA,185.23,1000
2023-03-27,8-36150-1,APAC,314.69,1000
2023-03-27,85098-1,APAC,1313.66,100000
2023-03-27,85117535,AMER,1583.46,6
2023-03-27,85223-1,EMEA,539.21,5000
2023-03-27,864932-001,APAC,4076.07,2000
2023-03-27,870431-000,APAC,831.31,716
2023-03-27,880125,AMER,415.53,2800
2023-03-27,880305,AMER,510.2,13000
2023-03-27,880397-2,EMEA,7272.67,156000
2023-03-27,880397-2,EMEA,194.58,2500
2023-03-27,880398-2,APAC,3918.6,52500
2023-03-27,880398-2,EMEA,1892.31,15000
2023-03-27,880398-2,EMEA,4771.59,96000
2023-03-27,880398-2,AMER,501.04,7500
2023-03-27,880635-5,AMER,2638.28,120000
2023-03-27,880642-2,EMEA,742.66,10000
2023-03-27,880646-5,EMEA,4427.42,126000
2023-03-27,880646-5,AMER,725.73,9000
2023-03-27,880683-1,AMER,820.42,40000
2023-03-27,880687-2,AMER,165.59,5000
2023-03-27,880698-1,AMER,774.59,26255
2023-03-27,881111-1,AMER,266.78,10000
2023-03-27,881254-1,APAC,642.87,2300
2023-03-27,881569-1,AMER,1030.73,216
2023-03-27,881594-1,AMER,1128.72,24000
2023-03-27,881632-1,AMER,366.21,572
2023-03-27,881745-1,EMEA,4619.96,2880
2023-03-27,881745-1,AMER,741.92,960
2023-03-27,8-963964-4,EMEA,2859.57,150000
2023-03-27,8-968970-1,APAC,1891.68,7200
2023-03-27,8-968970-1,EMEA,7068.5,45600
2023-03-27,8-968970-2,APAC,11865.99,57600
2023-03-27,8-968971-1,APAC,1580.53,6000
2023-03-27,8-968971-1,EMEA,4179.71,24000
2023-03-27,8-968971-1,EMEA,593.53,3000
2023-03-27,8-968971-2,APAC,656.83,4000
2023-03-27,8-968972-1,APAC,6520.56,19500
2023-03-27,8-968972-1,EMEA,777.09,3000
2023-03-27,8-968972-2,APAC,2687.04,9000
2023-03-27,8-968973-1,APAC,3832.39,13200
2023-03-27,8-968973-1,EMEA,1880.97,8400
2023-03-27,8-968973-1,EMEA,159.47,623
2023-03-27,8-968973-2,APAC,433.51,2400
2023-03-27,8-968973-2,EMEA,401.44,800
2023-03-27,8-968974-1,APAC,10443.14,36000
2023-03-27,8-968974-1,EMEA,371.21,1000
2023-03-27,8-968975-1,APAC,4655.3,13500
2023-03-27,8-968975-1,EMEA,337.01,900
2023-03-27,8-968975-2,APAC,1915.32,5400
2023-03-27,8-968975-2,EMEA,243.4,900
2023-03-27,8N1513-32-37P,AMER,1244.66,36
2023-03-27,8N1514-32-37S,AMER,2559.56,72
2023-03-27,8N1518-32-25S,AMER,15645.01,432
2023-03-27,8N1519-32-12P,AMER,1278.48,36
2023-03-27,8N1520-32-12S,AMER,1435.11,39
2023-03-27,8N1521-32,AMER,2199.92,280
2023-03-27,8N1529-24-14S,AMER,43.02,1
2023-03-27,8N1533-24-7S,AMER,3182.69,96
2023-03-27,8N1535-24,AMER,1072.66,100
2023-03-27,900293-1,APAC,322.44,12000
2023-03-27,900324-4,APAC,1914.58,61000
2023-03-27,9-1203558-9,EMEA,183.47,720
2023-03-27,9-1355512-3,AMER,877.1,160
2023-03-27,9-1418506-2,AMER,289.96,1000
2023-03-27,9-1452931-9,APAC,17131.6,2952
2023-03-27,9-1452995-9,APAC,15078.49,2592
2023-03-27,9-160313-2,EMEA,317.77,10000
2023-03-27,9-160463-2,EMEA,2581.92,15000
2023-03-27,9-160477-2,EMEA,1375.16,10000
2023-03-27,9-160481-1,EMEA,174.25,2000
2023-03-27,9-160583-2,EMEA,2971.38,30000
2023-03-27,9-1661590-6,APAC,135.72,1000
2023-03-27,916728-000,EMEA,6040.44,500
2023-03-27,917067-1,APAC,6771.34,336000
2023-03-27,9-1718333-1,APAC,4155.96,17400
2023-03-27,917308-1,APAC,859.85,48000
2023-03-27,917308-1,EMEA,100.47,5000
2023-03-27,917309-1,APAC,639.52,36000
2023-03-27,917309-1,EMEA,2.26,100
2023-03-27,917309-1,EMEA,1415.09,48000
2023-03-27,917531-1,APAC,701.45,1800
2023-03-27,917802-2,EMEA,2828.95,4500
2023-03-27,917803-2,EMEA,2376.28,3600
2023-03-27,917805-6,APAC,2582.94,4000
2023-03-27,917807-2,AMER,372.1,1200
2023-03-27,917978-1,APAC,3842.21,9600
2023-03-27,917989-1,APAC,968.82,2000
2023-03-27,917989-7,APAC,1242,3200
2023-03-27,917992-1,APAC,735.65,1600
2023-03-27,91H2-15-10-1-ZN,AMER,9977.5,250
2023-03-27,9-2208716-9,APAC,1062.74,5280
2023-03-27,9-2208738-9,APAC,348.53,1920
2023-03-27,9-2208798-5,EMEA,3856.75,8640
2023-03-27,9-2209520-9,APAC,15185.08,9900
2023-03-27,9-2334935-1,EMEA,1919.45,270
2023-03-27,9-2334935-1,AMER,2435.99,270
2023-03-27,9-2334941-1,EMEA,5756.67,7635
2023-03-27,9-2354248-1,EMEA,157.18,44
2023-03-27,9-2354248-1,AMER,498.63,100
2023-03-27,9-2354248-2,EMEA,774.67,92
2023-03-27,9-2354261-1,EMEA,897.52,165
2023-03-27,9-2354261-1,AMER,10182.91,2500
2023-03-27,9-2354261-2,EMEA,602.68,92
2023-03-27,9-2363899-1,AMER,437.2,11
2023-03-27,9-2363903-1,EMEA,2173.62,70
2023-03-27,9-2367346-1,AMER,556.4,2000
2023-03-27,9-2370624-1,AMER,684.8,1000
2023-03-27,9-2370706-1,AMER,8668.8,4032
2023-03-27,9-2386764-1,EMEA,67.05,4
2023-03-27,9-2386764-1,AMER,140,10
2023-03-27,9-2386764-2,EMEA,67.05,4
2023-03-27,9-2388711-5,APAC,28.66,2
2023-03-27,9-2388711-6,APAC,24.24,2
2023-03-27,9-2393382-1,APAC,4627.68,200
2023-03-27,9-2393382-2,APAC,1343.52,100
2023-03-27,9-2411432-1,EMEA,8989.17,75
2023-03-27,9-2411433-1,EMEA,9588.24,60
2023-03-27,9-2411439-1,EMEA,7790.61,65
2023-03-27,9-2415930-3,EMEA,6882.25,450
2023-03-27,9-2415930-4,EMEA,4787.37,150
2023-03-27,9-2439257-1,APAC,26.87,4
2023-03-27,9-2439257-3,APAC,44.79,5
2023-03-27,9-2439257-4,APAC,38.81,5
2023-03-27,9-2439558-2,APAC,60.31,4
2023-03-27,9-2439558-3,APAC,61.95,5
2023-03-27,9-2452221-1,APAC,114.83,12
2023-03-27,9-2510035-1,EMEA,1112.22,17
2023-03-27,9-2510035-1,AMER,1234.88,25
2023-03-27,9-2510035-2,EMEA,8726.95,65
2023-03-27,9-2510035-2,AMER,2405.47,25
2023-03-27,9-2510035-3,EMEA,1234.72,6
2023-03-27,9-2510035-3,AMER,4197.08,25
2023-03-27,9-2510050-2,EMEA,23275.76,180
2023-03-27,9-2510050-5,EMEA,849.95,5
2023-03-27,9-2510070-5,EMEA,1073.19,5
2023-03-27,9-2511050-1,EMEA,773.62,12
2023-03-27,9-2511050-3,EMEA,30841.64,128
2023-03-27,9-2514001-2,EMEA,6053.21,124
2023-03-27,9-2514001-6,EMEA,6053.21,124
2023-03-27,925306-3,EMEA,554.82,2000
2023-03-27,925324-2,APAC,513.22,9000
2023-03-27,925328-1,EMEA,233.22,1400
2023-03-27,925328-1,EMEA,231.3,1400
2023-03-27,925590-2,EMEA,72.74,4000
2023-03-27,9-2610035-2,EMEA,15663.39,90
2023-03-27,9-2614002-3,APAC,2406.39,52
2023-03-27,9-2614003-1,APAC,3845.45,56
2023-03-27,926525-1,EMEA,404.42,5500
2023-03-27,926526-1,APAC,264.69,1000
2023-03-27,926646-8,EMEA,2203.8,10000
2023-03-27,926869-1,EMEA,76.47,2500
2023-03-27,926883-1,APAC,417.98,20000
2023-03-27,926899-1,EMEA,16760.7,417500
2023-03-27,926980-1,APAC,686.69,10000
2023-03-27,9-2714001-7,APAC,760.43,6
2023-03-27,9-2714070-5,APAC,2471.54,14
2023-03-27,9-2714170-8,APAC,2298.91,8
2023-03-27,927365-1,APAC,1387.97,7500
2023-03-27,927365-1,EMEA,2155.67,10670
2023-03-27,927365-1,EMEA,150.68,750
2023-03-27,927366-1,APAC,3369.32,12000
2023-03-27,927366-1,EMEA,1017.35,4025
2023-03-27,927366-1,EMEA,5945.44,20000
2023-03-27,927366-1,AMER,374.3,500
2023-03-27,927367-1,APAC,2382.52,6000
2023-03-27,927367-1,EMEA,7148.5,30000
2023-03-27,927367-1,EMEA,12135.11,37500
2023-03-27,927368-1,APAC,3461.91,10985
2023-03-27,927368-1,EMEA,4034.05,15000
2023-03-27,927368-1,EMEA,8377.78,20000
2023-03-27,9-2740214-2,EMEA,117.27,6
2023-03-27,9-2740326-1,APAC,806.11,60
2023-03-27,927742-6,EMEA,58.92,200
2023-03-27,927766-3,APAC,4222.09,123750
2023-03-27,927766-3,EMEA,122.62,3750
2023-03-27,927766-3,AMER,631.8,11250
2023-03-27,927768-1,EMEA,418.36,13200
2023-03-27,927768-1,EMEA,1392.2,26400
2023-03-27,927768-1,AMER,125.05,3300
2023-03-27,927768-3,APAC,2776.94,69300
2023-03-27,927768-3,EMEA,900.65,33000
2023-03-27,927768-6,APAC,422.67,9900
2023-03-27,927768-9,APAC,2522.48,6600
2023-03-27,927768-9,EMEA,345.37,500
2023-03-27,927770-1,EMEA,388.22,7500
2023-03-27,927770-3,APAC,8897.12,382500
2023-03-27,927770-3,EMEA,613.77,22500
2023-03-27,927770-3,EMEA,14628.38,551500
2023-03-27,927770-3,AMER,693.9,33750
2023-03-27,927771-1,APAC,137.34,4000
2023-03-27,927771-1,EMEA,69.3,2000
2023-03-27,927771-1,EMEA,314.49,12000
2023-03-27,927771-3,APAC,694.39,12000
2023-03-27,927771-3,APAC,36250.9,1728000
2023-03-27,927771-3,EMEA,47831.39,2864000
2023-03-27,927771-3,EMEA,127.82,3500
2023-03-27,927771-3,AMER,282.29,12000
2023-03-27,927771-6,APAC,1124.07,24000
2023-03-27,927773-1,EMEA,223.59,3000
2023-03-27,927773-3,APAC,1413.83,24000
2023-03-27,927773-3,EMEA,1139.17,30000
2023-03-27,927774-3,EMEA,1348.69,48000
2023-03-27,927775-1,APAC,1283.81,20000
2023-03-27,927775-3,EMEA,1215.71,28000
2023-03-27,927777-9,EMEA,1734.38,5000
2023-03-27,927824-1,APAC,315.19,6000
2023-03-27,927824-2,EMEA,1006.53,9000
2023-03-27,927829-2,APAC,475.88,8800
2023-03-27,927831-2,APAC,6798.2,99000
2023-03-27,927832-2,EMEA,634.05,4500
2023-03-27,927833-2,APAC,2080.96,34000
2023-03-27,927835-1,EMEA,171.76,1000
2023-03-27,927852-6,AMER,425.24,12000
2023-03-27,927854-6,APAC,2907.11,57000
2023-03-27,927854-6,AMER,197.04,6000
2023-03-27,927856-1,APAC,419.85,11250
2023-03-27,927856-1,AMER,586.45,11250
2023-03-27,927863-1,APAC,2298.91,40000
2023-03-27,927884-1,EMEA,457.86,15000
2023-03-27,928162-4,APAC,1836.14,12000
2023-03-27,928193-1,EMEA,107.62,800
2023-03-27,9-284362-9,AMER,70.47,16
2023-03-27,928523-1,APAC,742.67,2500
2023-03-27,928930-2,APAC,1474.89,52000
2023-03-27,9-2900120-1,EMEA,5530,11
2023-03-27,9-2900120-2,EMEA,5530,11
2023-03-27,9-2900120-3,EMEA,5530,11
2023-03-27,9-2900120-4,EMEA,5530,11
2023-03-27,929027-2,APAC,3571.53,16500
2023-03-27,929092-1,APAC,562.5,1000
2023-03-27,929092-1,APAC,6692.27,13000
2023-03-27,929504-1,APAC,2738.99,6000
2023-03-27,929504-2,APAC,936.39,4000
2023-03-27,929504-5,APAC,302.14,800
2023-03-27,929504-5,EMEA,68.74,200
2023-03-27,929504-6,APAC,1681.26,4160
2023-03-27,929504-6,EMEA,495.82,1360
2023-03-27,929504-7,APAC,223.92,500
2023-03-27,929505-1,EMEA,968.59,3000
2023-03-27,929505-4,AMER,312.53,1000
2023-03-27,929643-1,EMEA,1418.68,6000
2023-03-27,929937-1,EMEA,178,7400
2023-03-27,929937-1,AMER,6.03,200
2023-03-27,929937-3,EMEA,586.95,18500
2023-03-27,929937-3,EMEA,351.65,7400
2023-03-27,929938-1,AMER,14.68,160
2023-03-27,929939-1,APAC,10571.94,273750
2023-03-27,929939-1,EMEA,714.95,22500
2023-03-27,929939-1,EMEA,569.52,15000
2023-03-27,929939-1,AMER,12.71,410
2023-03-27,929939-3,APAC,5855.51,277500
2023-03-27,929939-3,EMEA,847.91,52500
2023-03-27,929939-3,AMER,1046.25,50000
2023-03-27,929940-6,EMEA,886.39,13000
2023-03-27,929967-1,EMEA,4153.15,84000
2023-03-27,929968-1,AMER,523.97,6000
2023-03-27,929973-1,AMER,231.81,3000
2023-03-27,929974-1,APAC,181667.59,3063000
2023-03-27,929974-1,EMEA,2229.61,46500
2023-03-27,929974-1,AMER,2535.84,27000
2023-03-27,929974-7,EMEA,733.37,3000
2023-03-27,929975-1,APAC,60330.08,914345
2023-03-27,929975-1,EMEA,3877.15,36000
2023-03-27,929975-1,AMER,3127.08,33000
2023-03-27,929989-1,APAC,48017.72,872000
2023-03-27,929990-1,APAC,25032.39,387600
2023-03-27,931901-000,APAC,12011.86,4520
2023-03-27,931901-000,EMEA,54235.38,19500
2023-03-27,936054-1,EMEA,1702.46,40000
2023-03-27,936060-1,EMEA,203.37,300
2023-03-27,936061-1,EMEA,5621.32,18000
2023-03-27,936061-2,EMEA,1899.88,6000
2023-03-27,936095-1,APAC,4425.6,35640
2023-03-27,936098-1,APAC,329.61,1840
2023-03-27,936106-1,APAC,1289.78,32000
2023-03-27,936112-1,EMEA,59.77,500
2023-03-27,936119-1,APAC,11360.54,100500
2023-03-27,936119-1,EMEA,338,750
2023-03-27,936121-1,APAC,9922.89,86800
2023-03-27,936124-1,EMEA,455.18,400
2023-03-27,936126-1,APAC,2472.08,8000
2023-03-27,936131-1,APAC,1695.83,12320
2023-03-27,936133-1,APAC,798.71,3960
2023-03-27,936151-1,APAC,139.05,1000
2023-03-27,936154-1,APAC,208.66,1040
2023-03-27,936184-1,APAC,4299.25,21000
2023-03-27,936199-1,APAC,425.63,4320
2023-03-27,936201-1,APAC,3414.57,31680
2023-03-27,936201-2,APAC,218.73,1320
2023-03-27,936204-1,APAC,155.85,1200
2023-03-27,936207-1,APAC,95.3,760
2023-03-27,936209-1,APAC,663.69,6840
2023-03-27,936211-1,APAC,1465.94,12920
2023-03-27,936224-1,APAC,2347.89,28000
2023-03-27,936227-1,APAC,208.99,2800
2023-03-27,936233-1,APAC,339.61,3500
2023-03-27,936240-1,APAC,217.36,2080
2023-03-27,936254-2,APAC,138.08,500
2023-03-27,936268-1,APAC,1582.67,22800
2023-03-27,936268-1,EMEA,0.92,1040
2023-03-27,936271-1,APAC,689.71,9920
2023-03-27,936289-2,APAC,1074.82,8000
2023-03-27,936293-2,APAC,927.92,3360
2023-03-27,936294-2,APAC,275.87,840
2023-03-27,936363-1,APAC,698.64,3000
2023-03-27,936394-2,EMEA,104.57,200
2023-03-27,936421-2,APAC,7805.86,8640
2023-03-27,936429-2,APAC,10976.16,18333
2023-03-27,936429-2,EMEA,6500.63,3780
2023-03-27,936524-2,APAC,34361.86,10008
2023-03-27,936607-1,APAC,288.07,12000
2023-03-27,936614-2,EMEA,341.77,980
2023-03-27,936615-2,APAC,1279.04,4760
2023-03-27,936615-2,EMEA,1315.89,3000
2023-03-27,936780-2,APAC,143.3,640
2023-03-27,936780-2,EMEA,1389.77,4320
2023-03-27,936782-2,APAC,143.31,960
2023-03-27,936782-2,EMEA,793.69,6720
2023-03-27,936783-2,EMEA,216.95,960
2023-03-27,9-368290-1,APAC,1060.76,1080
2023-03-27,9-368293-1,APAC,230.65,1600
2023-03-27,9-368294-1,APAC,459.94,3200
2023-03-27,9-368333-1,APAC,72,500
2023-03-27,94202103,AMER,6454.01,300
2023-03-27,9-520132-2,AMER,1118.21,8400
2023-03-27,953047-1,EMEA,3088.92,4000
2023-03-27,953119-1,APAC,408.43,3800
2023-03-27,953381-1,APAC,5366.62,80000
2023-03-27,953382-1,APAC,1451,12000
2023-03-27,953653-2,APAC,968.75,2000
2023-03-27,953697-1,EMEA,4091.05,48000
2023-03-27,962875-1,APAC,6956.45,220000
2023-03-27,962876-1,APAC,37110.1,1312000
2023-03-27,962876-1,EMEA,13974.23,361000
2023-03-27,962876-2,APAC,5161.97,124000
2023-03-27,962876-5,EMEA,310.35,4000
2023-03-27,962876-5,AMER,5288.88,36000
2023-03-27,962928-1,EMEA,446.38,2400
2023-03-27,962930-1,EMEA,340.53,1200
2023-03-27,962932-1,EMEA,2580.61,12000
2023-03-27,962936-1,EMEA,556.77,1350
2023-03-27,962936-1,EMEA,4270.4,8550
2023-03-27,962938-1,EMEA,5572.69,10800
2023-03-27,962938-1,AMER,266.39,900
2023-03-27,962952-1,APAC,1678.73,13500
2023-03-27,962971-1,EMEA,85.74,1000
2023-03-27,962972-1,EMEA,436.34,6000
2023-03-27,962981-1,EMEA,955.87,15500
2023-03-27,962982-1,EMEA,892.88,13128
2023-03-27,963040-3,EMEA,1032.5,4600
2023-03-27,963120-1,APAC,159.63,600
2023-03-27,963120-1,APAC,1567.44,4200
2023-03-27,963120-1,EMEA,920.52,3000
2023-03-27,963121-1,APAC,6717.6,18000
2023-03-27,963121-1,EMEA,367.12,1200
2023-03-27,963121-2,EMEA,2035.61,7200
2023-03-27,963142-1,APAC,1552.52,80000
2023-03-27,963142-1,EMEA,205.05,10000
2023-03-27,963243-1,EMEA,88.8,2500
2023-03-27,963244-1,APAC,256.19,7500
2023-03-27,963245-1,APAC,470.23,25000
2023-03-27,963245-1,EMEA,171.7,5000
2023-03-27,963245-1,AMER,14.72,393
2023-03-27,963270-5,EMEA,1674.34,2000
2023-03-27,963294-1,APAC,785.86,65000
2023-03-27,963294-1,EMEA,366.82,50000
2023-03-27,963317-1,EMEA,345.76,100
2023-03-27,963530-1,APAC,7943.79,900000
2023-03-27,963530-1,EMEA,1579.1,90000
2023-03-27,963530-1,AMER,97.8,19560
2023-03-27,963531-1,APAC,4533.08,430000
2023-03-27,963531-1,EMEA,163.22,10000
2023-03-27,963531-1,EMEA,70.02,2900
2023-03-27,963531-1,AMER,234.81,19890
2023-03-27,963598-1,APAC,1630.14,420
2023-03-27,963659-1,APAC,565.53,1540
2023-03-27,963711-2,EMEA,1578.7,5842
2023-03-27,963768-1,APAC,6614.6,8130
2023-03-27,963768-1,EMEA,1046.58,1590
2023-03-27,963768-1,AMER,711.17,1060
2023-03-27,963774-1,EMEA,478.58,900
2023-03-27,963898-2,EMEA,10095.98,273000
2023-03-27,963900-1,APAC,1784.56,42000
2023-03-27,963902-1,APAC,4672.23,108000
2023-03-27,963904-1,APAC,4357.48,136000
2023-03-27,963904-1,EMEA,18397.49,408000
2023-03-27,964261-2,APAC,1269.63,63000
2023-03-27,964263-2,APAC,7989.46,408000
2023-03-27,964267-1,APAC,259.5,12000
2023-03-27,964267-1,APAC,2761.47,90000
2023-03-27,964267-3,EMEA,1312.8,6000
2023-03-27,964269-2,APAC,2271.09,120000
2023-03-27,964269-2,EMEA,910.56,60000
2023-03-27,964269-3,APAC,1379.35,12000
2023-03-27,964269-5,EMEA,560.43,4000
2023-03-27,964273-1,APAC,992.71,17500
2023-03-27,964273-2,APAC,2278.61,108500
2023-03-27,964273-2,EMEA,411.95,24500
2023-03-27,964274-3,APAC,648.92,12000
2023-03-27,964274-3,EMEA,4444.83,56000
2023-03-27,964274-8,EMEA,3009.3,24000
2023-03-27,964275-2,EMEA,27.41,250
2023-03-27,964280-2,APAC,5374.08,240000
2023-03-27,964284-2,APAC,657.99,36000
2023-03-27,964284-2,APAC,13491.62,680000
2023-03-27,964286-2,APAC,4764.04,238000
2023-03-27,964308-1,APAC,286.62,4800
2023-03-27,964314-1,EMEA,62.29,1300
2023-03-27,964322-1,APAC,717.26,13200
2023-03-27,964324-1,APAC,2304.12,44100
2023-03-27,964326-1,APAC,472.92,13200
2023-03-27,964328-1,APAC,106.59,2100
2023-03-27,9-6437287-8,APAC,6118.33,1920
2023-03-27,964586-1,EMEA,2751.4,5600
2023-03-27,964610-2,EMEA,3759.56,20000
2023-03-27,964693-1,AMER,1818.2,4000
2023-03-27,964731-1,APAC,626.98,300
2023-03-27,964971-1,APAC,3014.5,340000
2023-03-27,964972-1,APAC,12945.23,1060000
2023-03-27,964972-1,EMEA,11404.5,1172712
2023-03-27,964972-1,EMEA,20011.2,1180000
2023-03-27,965283-1,APAC,917.27,2800
2023-03-27,965284-1,APAC,1435.17,4000
2023-03-27,965343-1,APAC,545.99,10000
2023-03-27,965348-1,APAC,1345.48,7500
2023-03-27,965388-2,APAC,1316.64,14000
2023-03-27,965444-1,EMEA,1747.06,21000
2023-03-27,965576-1,APAC,7147.52,25200
2023-03-27,965576-1,APAC,1227.68,3500
2023-03-27,965576-1,EMEA,743.78,1400
2023-03-27,965577-1,APAC,328.42,2000
2023-03-27,965577-1,EMEA,237.8,2000
2023-03-27,965577-1,EMEA,671.13,3000
2023-03-27,965643-1,APAC,623.89,600
