material_number,region,fiscal_month_id,PCF_amt,PCF_units
0021036003,EMEA,2024M9,4223.758264,55279.72308
0021036003,AMER,2024M9,676.800851,8600.740266
0021036015,EMEA,2024M9,128.119005,4545.0
0021036034,EMEA,2024M9,272.208634,6678.0
0081930005,EMEA,2024M9,17459.38092,400906.0
0146662002,AMER,2024M9,180.734708,81.12
0209-001-0000,EMEA,2024M9,41475.09422,7663.969059
0209-001-0000,AMER,2024M9,109285.9742,16944.928
0209-002-0000,AMER,2024M9,12084.23716,15015.0
0213-001-0006,AMER,2024M9,0.0,0.0
0276653001,EMEA,2024M9,423.532586,1391.615423
0285863001,AMER,2024M9,0.0,1079.498035
0311063001,EMEA,2024M9,543.19217,1363.0
0337284001,EMEA,2024M9,0.0,0.0
035377P006,AMER,2024M9,122.500836,756.08
0395-9990,AMER,2024M9,0.0,0.0
040488-000,EMEA,2024M9,263.919446,37.0
0409-201-1800,APAC,2024M9,3676.581009,850.5
0409-201-1800,APAC,2024M9,1403.987121,402.538517
0409-201-1800,EMEA,2024M9,8851.043406,1872.715504
0409-201-1800,AMER,2024M9,10277.58456,2465.004837
0409-201-2400,APAC,2024M9,1646.488009,360.0
0409-201-2400,APAC,2024M9,755.586331,173.426578
0409-201-2400,EMEA,2024M9,6534.419739,1241.0
0409-201-2400,AMER,2024M9,20353.39953,3953.4
0410-241-0406,APAC,2024M9,175.02012,360.0
0410-241-0406,AMER,2024M9,5921.359131,11253.0
0410-241-0406,AMER,2024M9,8.745109,16.976349
0413-003-1605,APAC,2024M9,1206.390767,10800.0
0413-003-1605,EMEA,2024M9,1722.205674,24693.0
0413-003-1605,AMER,2024M9,1729.360064,39577.23203
0413-003-1605,AMER,2024M9,245.894465,3514.155958
0413-204-2005,APAC,2024M9,29953.19554,1108521.123
0413-204-2005,APAC,2024M9,908.966848,39615.38461
0413-204-2005,EMEA,2024M9,52665.66235,1520218.33
0413-204-2005,AMER,2024M9,87862.52678,3186137.573
0413-204-2005,AMER,2024M9,10095.61183,274449.0
0413-214-1205,EMEA,2024M9,37.22772,62.0
0413-214-1205,AMER,2024M9,683.888967,1728.0
0413-215-1605,APAC,2024M9,3.476671,11.435176
0413-215-1605,EMEA,2024M9,523.570899,1254.0
0413-215-1605,AMER,2024M9,2241.193967,8062.2
0413-216-2005,APAC,2024M9,0.0,0.0
0413-216-2005,EMEA,2024M9,91.146498,250.0
0413-216-2005,AMER,2024M9,547.742074,2387.0
0413-217-1605,APAC,2024M9,9949.030128,54932.22835
0413-217-1605,EMEA,2024M9,19387.53028,118353.9351
0413-217-1605,AMER,2024M9,55808.04026,453244.72
0413-217-1605,AMER,2024M9,4662.980791,21840.0
0418834001,EMEA,2024M9,198.565213,727.48368
0421-203-04141,APAC,2024M9,915.703386,2807.824133
0421-203-04141,EMEA,2024M9,0.0,0.0
0421-203-04141,AMER,2024M9,4027.34286,9338.0
0421-203-04141,AMER,2024M9,10.8812,25.911274
0426-205-0000,AMER,2024M9,17.613,46.35
0426-206-0000,AMER,2024M9,0.9,5.0
0428-204-1890,APAC,2024M9,399.720728,151.964614
0428-204-1890,EMEA,2024M9,2858.252373,1350.131394
0428-204-1890,AMER,2024M9,60.794976,22.865997
0428-204-2490,APAC,2024M9,554.260783,196.175384
0428-204-2490,EMEA,2024M9,2648.123251,987.056079
0428-204-2490,AMER,2024M9,0.0,0.0
0428-205-1890,EMEA,2024M9,800.532414,384.0
0428-205-2490,EMEA,2024M9,312.664948,150.0
0428-205-2490,AMER,2024M9,74.949598,34.0
0428-205-2490-F,AMER,2024M9,58.625232,15.0
043885-000,AMER,2024M9,104.294115,4545.0
0460-002-1631,AMER,2024M9,115.401822,133.0
0460-010-20141,APAC,2024M9,0.0,0.0
0460-010-20141,APAC,2024M9,2715.342726,2942.574196
0460-010-20141,EMEA,2024M9,11603.47899,29254.71448
0460-010-20141,AMER,2024M9,58351.95429,148080.0
0460-010-20141,AMER,2024M9,99.498468,330.592244
0460-010-2031,EMEA,2024M9,4030.031357,3401.440008
0460-010-2031,AMER,2024M9,20241.94078,29819.65304
0460-202-16141,APAC,2024M9,53921.6732199999,426659.6154
0460-202-16141,APAC,2024M9,18431.49672,120755.9231
0460-202-16141,EMEA,2024M9,112056.6451,758733.6493
0460-202-16141,AMER,2024M9,217777.5168,2008036.0
0460-202-16141,AMER,2024M9,3848.611976,19296.08731
0460-202-1631,APAC,2024M9,17675.85015,74665.0
0460-202-1631,APAC,2024M9,8904.894054,31036.48113
0460-202-1631,EMEA,2024M9,57167.03841,169886.9452
0460-202-1631,AMER,2024M9,201046.35,895969.0
0460-202-1631,AMER,2024M9,4073.292641,16744.0
0460-202-20141,APAC,2024M9,10550.12932,80375.0
0460-202-20141,APAC,2024M9,9347.040476,88905.97217
0460-202-20141,EMEA,2024M9,32345.64194,246226.1551
0460-202-20141,AMER,2024M9,37783.86756,241884.569
0460-202-20141,AMER,2024M9,623.697083,1760.433903
0460-202-2031,APAC,2024M9,0.0,0.0
0460-202-2031,APAC,2024M9,3553.978983,17982.39787
0460-202-2031,EMEA,2024M9,11323.50961,36879.98816
0460-202-2031,AMER,2024M9,26965.94585,85716.0
0460-204-0490,APAC,2024M9,11848.82608,6729.7814
0460-204-0490,APAC,2024M9,3663.27534,2060.0
0460-204-0490,EMEA,2024M9,17358.43048,7388.401493
0460-204-0490,AMER,2024M9,39551.2339,25594.0
0460-204-0490,AMER,2024M9,3266.219047,1016.031676
0460-204-08141,APAC,2024M9,33360.47776,28557.51507
0460-204-08141,APAC,2024M9,1001.843688,958.198679
0460-204-08141,EMEA,2024M9,16472.0996,13204.94731
