material_number,region,fiscal_month_id,PCF_amt,PCF_units
0021036003,EMEA,2024M5,4353.965501,57506.51046
0021036003,AMER,2024M5,616.599708,7835.708159
0021036015,EMEA,2024M5,128.119005,4545.0
0021036034,EMEA,2024M5,272.208633,6678.0
0081930005,EMEA,2024M5,17459.38091,400906.0
0146662002,AMER,2024M5,180.734707,81.12
0209-001-0000,EMEA,2024M5,60072.47725,11100.48369
0209-001-0000,AMER,2024M5,144413.6088,22391.512
0209-002-0000,AMER,2024M5,20120.275,25000.0
0213-001-0006,AMER,2024M5,0.0,0.0
0276653001,EMEA,2024M5,423.532584,1391.615423
0285863001,AMER,2024M5,0.0,1428.819003
0311063001,EMEA,2024M5,543.19217,1363.0
0337284001,EMEA,2024M5,0.0,0.0
035377P006,AMER,2024M5,122.500834,756.08
0395-9990,AMER,2024M5,0.0,0.0
040488-000,EMEA,2024M5,263.919446,37.0
0409-201-1800,APAC,2024M5,3851.656292,891.0
0409-201-1800,APAC,2024M5,927.181002,265.83297
0409-201-1800,EMEA,2024M5,11709.55161,2477.522457
0409-201-1800,AMER,2024M5,12338.99766,2988.432067
0409-201-2400,APAC,2024M5,1646.488006,360.0
0409-201-2400,APAC,2024M5,944.482924,216.783224
0409-201-2400,EMEA,2024M5,6543.480739,1242.0
0409-201-2400,AMER,2024M5,25447.19909,4942.7
0410-241-0406,APAC,2024M5,175.02012,360.0
0410-241-0406,AMER,2024M5,7401.587823,14066.0
0410-241-0406,AMER,2024M5,7.967238,15.466313
0413-003-1605,APAC,2024M5,1507.988461,13500.0
0413-003-1605,EMEA,2024M5,1722.205674,24693.0
0413-003-1605,AMER,2024M5,2218.171202,50944.793
0413-003-1605,AMER,2024M5,233.823096,3341.640199
0413-204-2005,APAC,2024M5,44518.31472,1613107.563
0413-204-2005,APAC,2024M5,1136.208561,49519.23077
0413-204-2005,EMEA,2024M5,82227.72459,2360266.876
0413-204-2005,AMER,2024M5,73894.44368,3030479.069
0413-204-2005,AMER,2024M5,11184.54165,302529.0
0413-214-1205,EMEA,2024M5,37.22772,62.0
0413-214-1205,AMER,2024M5,854.858028,2160.0
0413-215-1605,APAC,2024M5,3.642229,11.979709
0413-215-1605,EMEA,2024M5,523.570894,1254.0
0413-215-1605,AMER,2024M5,2855.107645,10270.0
0413-216-2005,APAC,2024M5,0.0,0.0
0413-216-2005,EMEA,2024M5,91.146499,250.0
0413-216-2005,AMER,2024M5,666.947225,2948.0
0413-217-1605,APAC,2024M5,12482.13383,68241.75009
0413-217-1605,EMEA,2024M5,25653.62603,155076.0293
0413-217-1605,AMER,2024M5,72968.67651,565089.6
0413-217-1605,AMER,2024M5,4689.151839,21962.72
0418834001,EMEA,2024M5,198.565212,727.48368
0421-203-04141,APAC,2024M5,959.308306,2941.530043
0421-203-04141,EMEA,2024M5,0.0,0.0
0421-203-04141,AMER,2024M5,4761.547385,11062.0
0421-203-04141,AMER,2024M5,9.636524,22.94734
0426-205-0000,AMER,2024M5,17.1,45.0
0426-206-0000,AMER,2024M5,1.08,6.0
0428-204-1890,APAC,2024M5,499.650913,189.955768
0428-204-1890,EMEA,2024M5,3781.345555,1786.166046
0428-204-1890,AMER,2024M5,61.151256,23.000002
0428-204-2490,APAC,2024M5,692.82598,245.21923
0428-204-2490,EMEA,2024M5,3503.353717,1305.832945
0428-204-2490,AMER,2024M5,0.0,0.0
0428-205-1890,EMEA,2024M5,800.532414,384.0
0428-205-2490,EMEA,2024M5,312.664948,150.0
0428-205-2490,AMER,2024M5,35.2704,16.0
0428-205-2490-F,AMER,2024M5,74.25863,19.0
043885-000,AMER,2024M5,104.294115,4545.0
0460-002-1631,AMER,2024M5,144.035357,166.0
0460-010-20141,APAC,2024M5,10690.7,20000.0
0460-010-20141,APAC,2024M5,3076.144396,3333.569287
0460-010-20141,EMEA,2024M5,16645.19816,41965.90689
0460-010-20141,AMER,2024M5,72987.93536,185175.3575
0460-010-20141,AMER,2024M5,36.18188,112.893045
0460-010-2031,EMEA,2024M5,5781.082593,4879.367897
0460-010-2031,AMER,2024M5,21874.59389,33438.32392
