material_number,region,fiscal_month_id,PCF_amt,PCF_units
0021036003,EMEA,2024M8,4051.862935,52597.03505
0021036003,AMER,2024M8,676.800851,8600.740269
0021036015,EMEA,2024M8,128.119005,4545.0
0021036034,EMEA,2024M8,272.208633,6678.0
0081930005,EMEA,2024M8,17459.38091,400906.0
0146662002,AMER,2024M8,180.734707,81.12
0209-001-0000,EMEA,2024M8,47445.31517,8767.17544
0209-001-0000,AMER,2024M8,124898.2563,19365.632
0209-002-0000,AMER,2024M8,18510.653,23000.0
0213-001-0006,AMER,2024M8,948.12,2000.0
0276653001,EMEA,2024M8,423.532584,1391.615423
0285863001,AMER,2024M8,0.0,1376.427405
0311063001,EMEA,2024M8,543.19217,1363.0
0337284001,EMEA,2024M8,0.0,0.0
035377P006,AMER,2024M8,122.500834,756.08
0395-9990,AMER,2024M8,0.0,0.0
040488-000,EMEA,2024M8,263.919446,37.0
0409-201-1800,APAC,2024M8,3676.581008,850.5
0409-201-1800,APAC,2024M8,1407.953868,403.675827
0409-201-1800,EMEA,2024M8,10630.43606,2249.20176
0409-201-1800,AMER,2024M8,12272.41275,2976.004838
0409-201-2400,APAC,2024M8,1646.488005,360.0
0409-201-2400,APAC,2024M8,944.482924,216.783224
0409-201-2400,EMEA,2024M8,6534.419739,1241.0
0409-201-2400,AMER,2024M8,25447.19909,4942.7
0410-241-0406,APAC,2024M8,175.02012,360.0
0410-241-0406,AMER,2024M8,7401.587827,14066.0
0410-241-0406,AMER,2024M8,8.745109,16.976349
0413-003-1605,APAC,2024M8,1507.988462,13500.0
0413-003-1605,EMEA,2024M8,1722.205674,24693.0
0413-003-1605,AMER,2024M8,2161.700085,49471.54004
0413-003-1605,AMER,2024M8,245.894465,3514.155963
0413-204-2005,APAC,2024M8,41072.09774,1570167.931
0413-204-2005,APAC,2024M8,1136.208561,49519.23077
0413-204-2005,EMEA,2024M8,65455.12176,1842265.856
0413-204-2005,AMER,2024M8,88357.80979,3383890.931
0413-204-2005,AMER,2024M8,11184.54166,302529.0
0413-214-1205,EMEA,2024M8,37.22772,62.0
0413-214-1205,AMER,2024M8,854.858028,2160.0
0413-215-1605,APAC,2024M8,3.476669,11.435176
0413-215-1605,EMEA,2024M8,523.570894,1254.0
0413-215-1605,AMER,2024M8,2801.462292,10077.7
0413-216-2005,APAC,2024M8,0.0,0.0
0413-216-2005,EMEA,2024M8,91.146499,250.0
0413-216-2005,AMER,2024M8,666.947225,2948.0
0413-217-1605,APAC,2024M8,11928.34318,65369.56809
0413-217-1605,EMEA,2024M8,22365.77972,130130.9724
0413-217-1605,AMER,2024M8,76497.11793,566555.62
0413-217-1605,AMER,2024M8,4578.952057,21852.48
0418834001,EMEA,2024M8,198.565213,727.48368
0421-203-04141,APAC,2024M8,915.703384,2807.824132
0421-203-04141,EMEA,2024M8,0.0,0.0
0421-203-04141,AMER,2024M8,4891.0058,11365.0
0421-203-04141,AMER,2024M8,10.8812,25.911271
0426-205-0000,AMER,2024M8,17.613,46.35
0426-206-0000,AMER,2024M8,1.08,6.0
0428-204-1890,APAC,2024M8,499.650912,189.955768
0428-204-1890,EMEA,2024M8,3432.868602,1621.558587
0428-204-1890,AMER,2024M8,60.794974,22.865998
0428-204-2490,APAC,2024M8,692.82598,245.21923
0428-204-2490,EMEA,2024M8,3180.495634,1185.491477
0428-204-2490,AMER,2024M8,0.0,0.0
0428-205-1890,EMEA,2024M8,800.532414,384.0
0428-205-2490,EMEA,2024M8,312.664948,150.0
0428-205-2490,AMER,2024M8,92.584799,42.0
0428-205-2490-F,AMER,2024M8,74.25863,19.0
043885-000,AMER,2024M8,104.294115,4545.0
0460-002-1631,AMER,2024M8,144.035357,166.0
0460-010-20141,APAC,2024M8,10690.7,20000.0
0460-010-20141,APAC,2024M8,3394.178407,3678.217744
0460-010-20141,EMEA,2024M8,14177.01325,35743.11419
0460-010-20141,AMER,2024M8,72940.49119,185100.7
0460-010-20141,AMER,2024M8,99.498469,330.592241
0460-010-2031,EMEA,2024M8,4923.851547,4155.84499
0460-010-2031,AMER,2024M8,25450.86292,37442.00831
0460-202-16141,APAC,2024M8,62176.86765,487871.1942
0460-202-16141,APAC,2024M8,24947.29974,163444.9038
0460-202-16141,EMEA,2024M8,123958.9203,862974.3329
0460-202-16141,AMER,2024M8,234139.6518,2223991.0
0460-202-16141,AMER,2024M8,3848.611977,19296.08731
0460-202-1631,APAC,2024M8,22875.85015,94665.0
0460-202-1631,APAC,2024M8,9735.972227,33933.06158
0460-202-1631,EMEA,2024M8,75028.67963,214590.7342
0460-202-1631,AMER,2024M8,214630.0287,1076482.0
0460-202-1631,AMER,2024M8,4073.292639,16744.0
0460-202-20141,APAC,2024M8,10550.12932,80375.0
0460-202-20141,APAC,2024M8,10992.4474,104556.5412
0460-202-20141,EMEA,2024M8,34745.73852,264120.6883
0460-202-20141,AMER,2024M8,42537.73059,274411.6128
0460-202-20141,AMER,2024M8,623.697083,1760.433903
0460-202-2031,APAC,2024M8,0.0,0.0
0460-202-2031,APAC,2024M8,4442.473727,22477.99733
0460-202-2031,EMEA,2024M8,13834.94949,45059.59643
0460-202-2031,AMER,2024M8,33707.74796,107146.0
0460-204-0490,APAC,2024M8,11848.82607,6729.7814
0460-204-0490,APAC,2024M8,3663.275337,2060.0
0460-204-0490,EMEA,2024M8,21208.35471,9027.074197
0460-204-0490,AMER,2024M8,50566.8399,31082.0
0460-204-0490,AMER,2024M8,3409.6776,1056.672946
0460-204-08141,APAC,2024M8,36130.07241,30849.13307
0460-204-08141,APAC,2024M8,1252.30461,1197.748349
0460-204-08141,EMEA,2024M8,22050.34315,17689.67379
0460-204-08141,AMER,2024M8,74538.3588,76569.2
0460-204-08141,AMER,2024M8,4132.867488,2207.245049
0460-204-12141,APAC,2024M8,16277.67265,87438.38114
0460-204-12141,APAC,2024M8,12150.90814,75039.98135
0460-204-12141,EMEA,2024M8,20923.81027,88685.23718
0460-204-12141,AMER,2024M8,63856.55196,307712.9551
0460-204-12141,AMER,2024M8,454.955929,1832.664965
0460-208-12141,AMER,2024M8,825.427199,1269.599997
0460-208-16141,AMER,2024M8,1941.237158,4906.0
0460-208-1631,AMER,2024M8,0.0,103.5
0460-208-2031,AMER,2024M8,0.0,0.0
0460-208-2090,AMER,2024M8,1240.41505,2402.0
0460-215-16141,APAC,2024M8,3665.318157,26305.51141
0460-215-16141,APAC,2024M8,63438.87436,444230.7692
0460-215-16141,EMEA,2024M8,69885.27937,370339.027
0460-215-16141,AMER,2024M8,110361.5585,636908.8591
0460-215-16141,AMER,2024M8,1757.317265,6929.166666
0460-215-1631,APAC,2024M8,668.669301,1890.0
0460-215-1631,APAC,2024M8,18573.84522,56489.28149
0460-215-1631,EMEA,2024M8,5045.526894,8757.172505
0460-215-1631,AMER,2024M8,58328.09754,179054.1
0460-220-1231,APAC,2024M8,53.338958,62.959118
0460-220-1231,EMEA,2024M8,1846.270251,3022.108238
0460-220-1231,AMER,2024M8,8477.14987,15286.0
0460-220-1231,AMER,2024M8,322.508434,454.0
0460-229-16141,AMER,2024M8,353.067621,819.0
0460-241-16141,AMER,2024M8,0.0,0.0
0460-244-16141,AMER,2024M8,1361.275942,2994.6
0460-244-1631,AMER,2024M8,2832.87569,1347.0
0460-245-1290,AMER,2024M8,524.573157,610.0
0460-247-16141,AMER,2024M8,859.137858,1344.8
0460-247-1631,AMER,2024M8,7817.766159,4618.0
0460-256-12233,AMER,2024M8,4355.661271,2728.0
0460-264-16141,EMEA,2024M8,5722.906247,6088.3344
0460-264-16141,AMER,2024M8,2985.491924,1592.16667
0462-004-1631,EMEA,2024M8,0.0,0.0
0462-004-1631,AMER,2024M8,1186.897582,1255.557276
0462-005-20141,APAC,2024M8,3786.755386,7290.097936
0462-005-20141,APAC,2024M8,6558.221102,13001.5398
0462-005-20141,EMEA,2024M8,23111.53798,42463.05335
0462-005-20141,AMER,2024M8,96702.94629,256694.4
0462-005-20141,AMER,2024M8,65.261904,179.592
0462-005-20309,APAC,2024M8,0.0,0.0
0462-005-20309,EMEA,2024M8,1090.579774,1922.686621
0462-005-20309,AMER,2024M8,1931.48566,3255.329313
0462-005-2031,APAC,2024M8,0.0,0.0
0462-005-2031,EMEA,2024M8,36165.46345,26872.17216
0462-005-2031,AMER,2024M8,73125.58329,90456.17839
0462-005-2031,AMER,2024M8,870.996527,1363.0
0462-201-16141,APAC,2024M8,40383.31043,232674.3048
0462-201-16141,APAC,2024M8,46947.52831,249418.4615
0462-201-16141,EMEA,2024M8,153717.0588,855397.7548
0462-201-16141,AMER,2024M8,619201.3244,3922537.104
0462-201-16141,AMER,2024M8,8303.201926,33997.0
0462-201-1631,APAC,2024M8,29445.46681,95125.0
0462-201-1631,APAC,2024M8,26065.38489,50822.59615
0462-201-1631,EMEA,2024M8,125650.0945,419727.4132
0462-201-1631,AMER,2024M8,445883.4917,1337047.515
0462-201-1631,AMER,2024M8,13214.243,31762.0
0462-201-20141,APAC,2024M8,5859.938253,31801.84772
0462-201-20141,APAC,2024M8,19819.26923,115384.6154
